Person ID,First Detected,Total Time (s),Productive Time (s),Break Time (s),Idle Time (s),Productivity Ratio (%),Current Zone
90,10:27:17,586.0920956134796,357.37995433807373,228.71214127540588,83,46.81516034623744,break_area
