Person ID,First Detected,Total Time (s),Productive Time (s),Break Time (s),Idle Time (s),Productivity Ratio (%),Current Zone
90,10:27:17,1460.505964756012,875.6674554347992,584.8385093212128,427,30.720001579024864,break_area
