Person ID,Zone,Entry Time,Exit Time,Duration (s)
1,break_area,04:30:54,04:30:55,1.1498277187347412
1,break_area,04:30:56,04:30:57,0.9820129871368408
1,break_area,04:30:58,04:30:58,0.4212946891784668
1,break_area,04:30:59,04:31:11,12.726701021194458
1,break_area,04:31:12,04:31:28,16.00380516052246
1,break_area,04:31:28,04:31:42,13.877610206604004
2,desk_area,04:30:53,04:30:54,1.2139875888824463
2,desk_area,04:30:57,04:30:58,0.5780556201934814
2,desk_area,04:31:00,04:31:01,1.3609013557434082
2,desk_area,04:31:02,04:31:03,0.528653621673584
2,desk_area,04:31:04,04:31:06,1.968637466430664
2,desk_area,04:31:06,04:31:07,0.8804841041564941
2,desk_area,04:31:08,04:31:08,0.5226702690124512
2,desk_area,04:31:11,04:31:11,0.8748326301574707
2,desk_area,04:31:13,04:31:13,0.445110559463501
2,desk_area,04:31:14,04:31:31,17.108365297317505
2,desk_area,04:31:34,04:31:37,2.776657819747925
2,break_area,04:31:38,04:31:39,1.0179078578948975
2,break_area,04:31:40,04:31:45,5.382230520248413
2,break_area,04:31:54,04:31:59,5.122856616973877
2,break_area,04:32:07,04:32:08,0.9283301830291748
2,break_area,04:32:10,04:32:12,2.071742296218872
2,break_area,04:32:13,04:32:19,5.101937770843506
2,break_area,04:32:20,04:32:21,1.9468989372253418
2,break_area,04:32:30,04:32:31,1.0663294792175293
2,desk_area,04:32:33,04:32:34,0.9585492610931396
2,desk_area,04:32:35,04:32:37,1.936483383178711
2,desk_area,04:32:39,04:32:42,2.9071831703186035
2,break_area,04:32:43,04:32:44,0.9465200901031494
2,break_area,04:32:53,04:32:54,1.0553748607635498
2,break_area,04:32:55,04:32:57,1.9440207481384277
2,break_area,04:33:19,04:33:23,3.9526023864746094
2,desk_area,04:33:24,04:33:26,1.8739018440246582
2,break_area,04:33:27,04:33:28,0.9216625690460205
2,desk_area,04:33:31,04:34:00,29.290075540542603
2,break_area,04:34:00,04:34:03,3.2199034690856934
2,desk_area,04:34:03,04:34:09,5.940937757492065
2,break_area,04:34:09,04:34:11,2.109074831008911
2,desk_area,04:34:11,04:34:48,36.5055673122406
2,break_area,04:34:48,04:34:49,1.1175322532653809
2,desk_area,04:34:49,04:34:50,1.1094632148742676
2,break_area,04:34:50,04:34:51,1.1563608646392822
2,desk_area,04:34:51,04:35:17,26.087947368621826
2,break_area,04:35:17,04:35:18,0.9245631694793701
3,break_area,04:30:55,04:31:00,5.1507415771484375
3,break_area,04:32:19,04:32:19,0.0
3,desk_area,04:32:19,04:32:24,5.8932411670684814
3,desk_area,04:32:36,04:32:42,5.779109954833984
3,desk_area,04:32:46,04:32:51,5.181081533432007
4,desk_area,04:31:00,04:31:05,5.118664741516113
4,desk_area,04:32:47,04:33:09,21.462112426757812
5,break_area,04:31:02,04:31:38,36.18313765525818
5,break_area,04:32:52,04:32:58,5.825484275817871
5,break_area,04:32:59,04:32:59,0.0
5,meeting_area,04:32:59,04:33:05,5.840045928955078
6,desk_area,04:31:06,04:31:13,7.372417688369751
6,desk_area,04:31:20,04:31:25,5.33975625038147
6,desk_area,04:31:26,04:31:44,18.092872381210327
6,desk_area,04:33:00,04:33:00,0.0
6,break_area,04:33:00,04:33:06,5.796591520309448
7,break_area,04:33:03,04:33:09,5.67315673828125
8,desk_area,04:33:04,04:33:10,5.67624306678772
9,break_area,04:33:04,04:33:10,5.67624306678772
10,break_area,04:33:10,04:34:51,101.63662767410278
12,break_area,04:33:14,04:33:29,14.59093165397644
12,break_area,04:33:30,04:33:36,5.66453218460083
12,break_area,04:33:46,04:34:07,20.91282081604004
12,break_area,04:34:09,04:34:16,6.691669702529907
12,break_area,04:34:29,04:34:38,9.091706037521362
12,break_area,04:34:39,04:34:44,5.610530138015747
13,break_area,04:33:35,04:33:41,5.995515823364258
13,break_area,04:34:02,04:34:08,5.837128400802612
13,break_area,04:34:12,04:34:23,10.389904260635376
13,break_area,04:34:31,04:34:37,5.699790954589844
13,break_area,04:35:08,04:35:34,25.494779586791992
13,break_area,04:35:35,04:35:40,5.672538995742798
14,break_area,04:34:32,04:34:38,5.72915506362915
14,break_area,04:35:24,04:35:30,5.738103628158569
