Person ID,Zone,Entry Time,Exit Time,Duration (s)
1,break_area,11:40:02,11:40:07,4.8275227546691895
1,break_area,11:40:07,11:40:08,0.742469310760498
1,break_area,11:40:15,11:40:21,6.572390556335449
1,break_area,11:40:23,11:40:26,3.424736976623535
1,break_area,11:40:31,11:40:32,1.2033982276916504
1,break_area,11:40:36,11:40:38,2.0293562412261963
1,break_area,11:40:43,11:40:46,3.223750114440918
1,break_area,11:40:47,11:40:48,0.9706535339355469
1,break_area,11:40:54,11:40:56,2.2956244945526123
1,break_area,11:40:57,11:40:58,1.0336229801177979
1,break_area,11:41:10,11:41:22,11.571442604064941
2,desk_area,11:40:02,11:42:05,122.78006100654602
3,desk_area,11:40:02,11:40:05,2.8967652320861816
3,desk_area,11:40:06,11:40:07,1.1358697414398193
3,desk_area,11:40:07,11:40:07,0.3798644542694092
3,desk_area,11:40:08,11:40:09,1.4978363513946533
3,desk_area,11:40:11,11:40:25,14.286243677139282
3,desk_area,11:40:26,11:40:29,3.0985236167907715
3,desk_area,11:40:30,11:40:34,3.395334005355835
3,desk_area,11:40:35,11:40:36,1.0866405963897705
3,desk_area,11:40:39,11:40:40,1.0334832668304443
3,desk_area,11:40:41,11:40:44,3.199305534362793
3,desk_area,11:40:46,11:40:49,2.9142813682556152
3,desk_area,11:40:51,11:40:58,6.6847686767578125
3,desk_area,11:41:01,11:41:05,3.4728386402130127
3,desk_area,11:41:06,11:41:07,1.039041519165039
3,desk_area,11:41:09,11:41:11,2.298783302307129
3,desk_area,11:41:12,11:41:15,2.3768374919891357
3,desk_area,11:41:16,11:41:38,22.090396881103516
3,desk_area,11:41:46,11:41:50,4.131476402282715
3,desk_area,11:41:56,11:41:58,1.380056381225586
3,desk_area,11:42:01,11:42:07,5.878445625305176
3,desk_area,11:42:08,11:42:12,4.342048168182373
3,desk_area,11:42:37,11:42:41,4.364494323730469
3,desk_area,11:42:43,11:42:44,1.383336067199707
3,desk_area,11:42:53,11:42:58,5.7023303508758545
3,desk_area,11:43:00,11:43:03,2.790912389755249
3,desk_area,11:43:10,11:43:37,26.63867712020874
3,desk_area,11:43:38,11:43:40,1.547900915145874
3,desk_area,11:43:49,11:44:16,26.870657682418823
3,desk_area,11:44:25,11:44:32,7.173938751220703
4,desk_area,11:40:02,11:41:48,106.01091146469116
5,desk_area,11:40:02,11:40:07,5.207387208938599
5,desk_area,11:40:28,11:40:52,24.140368461608887
6,break_area,11:40:03,11:40:12,8.358372449874878
6,break_area,11:40:42,11:40:42,0.0
6,desk_area,11:40:42,11:40:47,5.232729434967041
7,desk_area,11:40:08,11:40:23,14.462406396865845
7,desk_area,11:40:46,11:40:52,6.005316257476807
8,desk_area,11:40:13,11:40:24,10.678264379501343
8,desk_area,11:40:47,11:40:57,9.551129817962646
9,break_area,11:40:49,11:40:55,5.614840269088745
10,desk_area,11:40:54,11:41:23,29.0967013835907
11,desk_area,11:40:59,11:41:05,5.681887149810791
11,desk_area,11:41:12,11:41:18,5.792457580566406
12,desk_area,11:41:00,11:41:06,5.677656888961792
12,desk_area,11:41:12,11:41:12,0.0
12,break_area,11:41:12,11:41:19,6.881982803344727
13,desk_area,11:41:12,11:41:18,5.792457580566406
14,break_area,11:41:12,11:41:18,5.792457580566406
15,desk_area,11:41:13,11:41:19,5.698720455169678
16,desk_area,11:41:15,11:41:20,5.735230922698975
17,break_area,11:41:30,11:41:50,19.546348810195923
18,desk_area,11:41:24,11:41:40,15.709933757781982
18,desk_area,11:41:44,11:42:05,20.74069380760193
19,desk_area,11:41:25,11:41:35,9.63158392906189
19,desk_area,11:41:50,11:41:55,5.377182483673096
20,desk_area,11:41:35,11:41:41,6.335502862930298
20,desk_area,11:41:50,11:41:50,0.0
20,break_area,11:41:50,11:41:55,5.377182483673096
21,break_area,11:41:51,11:41:52,1.459890604019165
21,break_area,11:42:01,11:42:02,1.4281761646270752
21,desk_area,11:42:07,11:42:08,1.4179034233093262
22,desk_area,11:41:51,11:42:01,9.687392234802246
23,desk_area,11:41:52,11:41:59,6.717756271362305
24,desk_area,11:41:56,11:42:02,5.738609790802002
25,desk_area,11:41:58,11:42:04,5.825857400894165
26,break_area,11:42:02,11:42:08,5.86711859703064
27,desk_area,11:42:07,11:42:12,5.759951591491699
28,desk_area,11:42:08,11:42:14,5.720176935195923
29,break_area,11:42:11,11:42:17,5.7475972175598145
30,desk_area,11:42:12,11:42:25,12.9961256980896
31,desk_area,11:42:12,11:42:32,20.102439165115356
32,break_area,11:42:12,11:42:28,15.807515859603882
33,desk_area,11:42:12,11:44:51,158.25700879096985
34,break_area,11:42:12,11:42:19,7.157960414886475
34,desk_area,11:42:19,11:42:21,1.3700854778289795
34,break_area,11:42:21,11:42:30,8.692917585372925
34,desk_area,11:42:31,11:42:32,1.5314910411834717
34,break_area,11:42:34,11:42:36,1.4470484256744385
34,break_area,11:42:40,11:42:46,5.578262090682983
34,desk_area,11:42:46,11:42:47,1.471113920211792
34,break_area,11:42:47,11:42:51,4.40849232673645
34,desk_area,11:42:51,11:42:54,2.797220468521118
34,break_area,11:42:56,11:42:57,1.4099373817443848
34,desk_area,11:42:57,11:43:01,4.315221548080444
34,break_area,11:43:01,11:43:03,1.3663685321807861
