Person ID,First Detected,Total Time (s),Productive Time (s),Break Time (s),Idle Time (s),Productivity Ratio (%),Current Zone
88,10:24:02,176.8353886604309,41.666319370269775,135.16906929016113,0,23.5622064598618,Unknown
